mesh_id,indication_mesh_id,indication_mesh_term,sim_ontology,sim_semantic,sim_gap,bucket,sample_genes_ontology_side,sample_genes_semantic_side
['D002761'],D008103,Liver Cirrhosis,0.444,0.8093233108520508,-0.3653233108520508,semantic_only,"ARHGEF1,ASGR1,CTSS,FFAR1,FGF21","ARHGEF1,ASGR1,CTSS,FFAR1,FGF21"
"['D000015', 'D000130', 'D000168', 'D003394', 'D003398', 'D004392', 'D007766', 'D013796']",D006962,"Hyperparathyroidism, Secondary",0.496,0.8136962056159973,-0.3176962056159973,semantic_only,VDR,VDR
"['D050171', 'D024821']",D008659,Metabolic Diseases,0.538,0.8407666683197021,-0.3027666683197021,semantic_only,"ACACA,ACACB,ACVR2A,ADORA3,AGT","ACACA,ACACB,ACVR2A,ADORA3,AGT"
['D012130'],D012220,Rhinitis,0.579,0.8562272787094116,-0.27722727870941166,semantic_only,"ALOX5,CCR3,HRH1,IL4R,NFKB1","ALOX5,CCR3,HRH1,IL4R,NFKB1"
['D008108'],D065626,Non-alcoholic Fatty Liver Disease,0.53,0.8026936650276184,-0.2726936650276184,semantic_only,"ADORA1,ADORA2A,CAPN1,CD14,CLCN2","ADORA1,ADORA2A,CAPN1,CD14,CLCN2"
['D008268'],D057135,Wet Macular Degeneration,0.732,1.0,-0.268,semantic_only,"ADAM15,ANGPT2,APEX1,BDKRB1,BDKRB2","ADAM15,ANGPT2,APEX1,BDKRB1,BDKRB2"
"['D001157', 'D016481', 'D016491']",D014652,Vascular Diseases,0.599,0.8163138628005981,-0.21731386280059817,semantic_only,"CALCRL,DDAH1,TEK","CALCRL,DDAH1,TEK"
"['D000081208', 'D007674', 'D015432', 'D015785', 'D020246', 'D065766']",D006463,Hemolytic-Uremic Syndrome,0.722,0.9374974966049194,-0.21549749660491946,semantic_only,"C5,C5AR1,CFB,CFD,CFH","C5,C5AR1,CFB,CFD,CFH"
['D054556'],D020246,Venous Thrombosis,0.719,0.8835949897766113,-0.16459498977661136,semantic_only,"F10,F11,F2,F2R,F7","F10,F11,F2,F2R,F7"
['D006689'],D008228,"Lymphoma, Non-Hodgkin",0.752,0.8942775726318359,-0.14227757263183594,semantic_only,"BAK1,CD22,CD37,CD4,CD40","BAK1,CD22,CD37,CD4,CD40"
['D006008'],D052120,Glycogen Storage Disease Type IIb,0.763,0.8875524997711182,-0.12455249977111815,semantic_only,LAMP2,LAMP2
['D028226'],D000686,Amyloidosis,0.746,0.8495656251907349,-0.10356562519073487,semantic_only,"APCS,APP,B2M,TTR","APCS,APP,B2M,TTR"
['D000686'],D028226,"Amyloidosis, Familial",0.746,0.8398076295852661,-0.09380762958526612,semantic_only,TTR,TTR
['D004830'],D004829,"Epilepsy, Generalized",0.739,0.8194654583930969,-0.08046545839309693,semantic_only,"DPYSL2,SCN2A","DPYSL2,SCN2A"
['D012130'],D006255,"Rhinitis, Allergic, Seasonal",0.788,0.8639506101608276,-0.0759506101608276,semantic_only,"ADAMTS4,BTK,CCR3,CYSLTR1,HRH1","ADAMTS4,BTK,CCR3,CYSLTR1,HRH1"
['D009136'],D020391,"Muscular Dystrophy, Facioscapulohumeral",0.782,0.8555812239646912,-0.07358122396469113,semantic_only,"DUX4L1,MAPK14,MSTN","DUX4L1,MAPK14,MSTN"
['D009136'],D020388,"Muscular Dystrophy, Duchenne",0.781,0.8494477272033691,-0.06844772720336911,semantic_only,"AR,DAG1,DMD,ITGA7,ITGB1","AR,DAG1,DMD,ITGA7,ITGB1"
['D009136'],D049288,"Muscular Dystrophies, Limb-Girdle",0.746,0.8140724301338196,-0.06807243013381958,semantic_only,"DAG1,DMD,DYSF,ITGA7,PTGS1","DAG1,DMD,DYSF,ITGA7,PTGS1"
['D000341'],D011618,Psychotic Disorders,0.755,0.8197646141052246,-0.0647646141052246,semantic_only,"CACNG8,CHRM1,DRD4,GRIN1,KCNQ2","CACNG8,CHRM1,DRD4,GRIN1,KCNQ2"
['D002313'],D009202,Cardiomyopathies,0.796,0.8308519124984741,-0.03485191249847408,semantic_only,"AGTR2,EPAS1,FGF2,GJA1,LMNA","AGTR2,EPAS1,FGF2,GJA1,LMNA"
['D006689'],D008223,Lymphoma,0.769,0.801384449005127,-0.032384449005126936,semantic_only,"CD22,CD27,CD70,CD80,CDK2","CD22,CD27,CD70,CD80,CDK2"
['D012130'],D012221,"Rhinitis, Allergic, Perennial",0.775,0.80702805519104,-0.03202805519104002,semantic_only,"CYSLTR1,HRH1,TLR7,TLR8","CYSLTR1,HRH1,TLR7,TLR8"
['D010190'],D010182,Pancreatic Diseases,0.792,0.8042418956756592,-0.012241895675659142,semantic_only,AMY2A,AMY2A
['D008223'],D016393,"Lymphoma, B-Cell",0.795,0.800347089767456,-0.005347089767456015,semantic_only,"ALK,BCL2,BCL2L1,BCL6,BTK","ALK,BCL2,BCL2L1,BCL6,BTK"
"['D006689', 'D008223']",D016393,"Lymphoma, B-Cell",0.795,0.800347089767456,-0.005347089767456015,semantic_only,"BCL6,CD52,CDK5,CXCR5,HDAC1","BCL6,CD52,CDK5,CXCR5,HDAC1"
