mesh_id,indication_mesh_id,indication_mesh_term,sim_ontology,sim_semantic,sim_gap,bucket,sample_genes_ontology_side,sample_genes_semantic_side
['D013132'],D020754,Spinocerebellar Ataxias,0.745,0.6908928751945496,0.054107124805450435,semantic_only,"ATXN1,ATXN2,ATXN3,DAO,HSP90AA1","ATXN1,ATXN2,ATXN3,DAO,HSP90AA1"
"['D000015', 'D000083143', 'D000083144', 'D000168', 'D001176', 'D002311', 'D003394', 'D003398', 'D006313', 'D009136', 'D011371', 'D019571', 'D020389', 'D020754', 'D040181', 'D052496']",D049288,"Muscular Dystrophies, Limb-Girdle",0.746,0.6906716823577881,0.05532831764221191,semantic_only,"DAG1,DMD,DYSF,ITGA7,PTGS2","DAG1,DMD,DYSF,ITGA7,PTGS2"
['D028226'],D000075363,Immunoglobulin Light-chain Amyloidosis,0.744,0.6906604766845703,0.05333952331542968,semantic_only,"APCS,APP,MAPT,SNCA,TTR","APCS,APP,MAPT,SNCA,TTR"
['D007680'],D007674,Kidney Diseases,0.773,0.6903762221336365,0.08262377786636355,semantic_only,"BCR,EGLN2,EPOR,LRP2,PDGFA","BCR,EGLN2,EPOR,LRP2,PDGFA"
['D006967'],D003876,"Dermatitis, Atopic",0.696,0.6903694272041321,0.005630572795867872,semantic_only,"AHR,ALOX5,AOC3,BTK,CCKBR","AHR,ALOX5,AOC3,BTK,CCKBR"
['D001778'],D006432,Hemochromatosis,0.227,0.690233051776886,-0.463233051776886,semantic_only,"BMP6,HAMP,HFE,HJV,SLC11A2","BMP6,HAMP,HFE,HJV,SLC11A2"
['D017445'],D016491,Peripheral Vascular Diseases,-4.0,0.6900025010108948,-4.690002501010895,semantic_only,"AGER,ANGPT1,APOE,CCN1,CXCR4","AGER,ANGPT1,APOE,CCN1,CXCR4"
"['D002493', 'D002524', 'D004831', 'D004832', 'D006929', 'D020190', 'D056784']",D004827,Epilepsy,0.74,0.689562201499939,0.050437798500061026,semantic_only,"ABAT,CACNA1C,CACNA1G,CACNA2D1,CACNG8","ABAT,CACNA1C,CACNA1G,CACNA2D1,CACNG8"
['D049288'],D020391,"Muscular Dystrophy, Facioscapulohumeral",0.694,0.689386248588562,0.0046137514114379385,semantic_only,"MAPK14,MSTN","MAPK14,MSTN"
['D012628'],D003872,Dermatitis,0.768,0.6878052353858948,0.08019476461410524,semantic_only,ACHE,ACHE
['D014564'],D014565,Urogenital Neoplasms,0.551,0.687455415725708,-0.13645541572570796,semantic_only,"CASP9,EGFR,EPHB4,IGF1R,RB1","CASP9,EGFR,EPHB4,IGF1R,RB1"
['D001746'],D001749,Urinary Bladder Neoplasms,0.767,0.6869795322418213,0.08002046775817873,semantic_only,"ADAM15,AURKB,BTN1A1,CCL21,CD27","ADAM15,AURKB,BTN1A1,CCL21,CD27"
['D016399'],D008223,Lymphoma,0.776,0.6868170499801636,0.08918295001983645,semantic_only,"AKT1,AKT2,AKT3,ALK,ARG1","AKT1,AKT2,AKT3,ALK,ARG1"
['D003550'],D054990,Idiopathic Pulmonary Fibrosis,0.586,0.6867122650146484,-0.10071226501464847,semantic_only,"AGTR2,APCS,AREG,CD36,CEBPB","AGTR2,APCS,AREG,CD36,CEBPB"
['D002761'],D008107,Liver Diseases,0.484,0.6861541867256165,-0.20215418672561647,semantic_only,"FAS,FCGRT,NFKB1","FAS,FCGRT,NFKB1"
['D003929'],D003924,"Diabetes Mellitus, Type 2",0.619,0.6855562925338745,-0.06655629253387452,semantic_only,"ABCA1,ACACB,APLN,AR,BDKRB2","ABCA1,ACACB,APLN,AR,BDKRB2"
['D003108'],D015179,Colorectal Neoplasms,0.768,0.6853931546211243,0.08260684537887575,semantic_only,"AKT2,AMHR2,ANGPT1,APEX1,AURKB","AKT2,AMHR2,ANGPT1,APEX1,AURKB"
['D009157'],D020294,"Myasthenic Syndromes, Congenital",0.627,0.6849312782287598,-0.057931278228759764,semantic_only,DOK7,DOK7
"['D044882', 'D005951']",D018149,Glucose Intolerance,0.624,0.6841921210289001,-0.06019212102890015,semantic_only,"FFAR1,GLP1R,GPER1","FFAR1,GLP1R,GPER1"
['D018358'],D016543,Central Nervous System Neoplasms,0.44,0.6841251850128174,-0.24412518501281738,semantic_only,"ALK,CHEK1,EGFR,ERBB2,IGF1R","ALK,CHEK1,EGFR,ERBB2,IGF1R"
['D013132'],D005621,Friedreich Ataxia,0.546,0.6840147972106934,-0.13801479721069332,semantic_only,"DAO,FXN,MAOA,PPARG","DAO,FXN,MAOA,PPARG"
['D001007'],D001008,Anxiety Disorders,0.335,0.6836693286895752,-0.3486693286895752,semantic_only,"CRHR1,DRD2,DRD3,GALR3,MC4R","CRHR1,DRD2,DRD3,GALR3,MC4R"
['D010020'],D015831,Osteochondroma,0.63,0.6833000183105469,-0.05330001831054687,semantic_only,RARG,RARG
